,phenotype,sex,animal,trial,outcome,latency,c-start,c-end,dist-euclid,dist-total,curvature,speed-mean,speed-peak,acc-peak,xacc-peak,yacc-peak
48,eYFP,F,m1017,3,escape,3.699999999999932,"(-0.114928163896973, 0.4286645032769922)","(-0.104748920769664, 0.0720043321235254)",0.35680540169378755,0.3806895658679931,1.0669389086062746,0.22393503874587828,0.960624512904516,4.475445927018956,1.9324074316976023,3.966125081037281
49,eYFP,F,m1017,4,escape,2.8999999999999773,"(0.1145228801431487, 0.4551091862567409)","(-0.0414301430090306, 0.0562000993715887)",0.4283104073331047,0.46013893313076737,1.0743118197753925,0.2706699606651573,0.8921411962388701,4.769043542234043,1.280106769595214,3.042109979338281
50,eYFP,F,m1017,5,escape,3.699999999999932,"(-0.1315740397595897, 0.3233211621670301)","(-0.1044499149908075, 0.073284455058603)",0.2515036243200042,0.2933389962917662,1.1663410302132748,0.2172881454013083,0.940117424993106,6.684503855391315,2.3252700963206308,4.706448133366542
51,eYFP,F,m1087,1,escape,3.5500000000000114,"(-0.1226778488207979, 0.3713214687532265)","(-0.1100644156525025, 0.0637162931754777)",0.3078636755749348,0.33255572544383466,1.080204492533221,0.20154892451141496,0.608729306900881,4.383014623459328,0.7786400559895268,4.321187332978338
52,eYFP,F,m1087,2,escape,4.100000000000023,"(-0.0670199946106127, 0.1340377961845323)","(-0.0732829429269395, 0.0646509378353943)",0.06966893592682696,0.1045002907260015,1.4999553148875102,0.09086981802261,0.4472756524691592,4.329442886460079,2.209909176662234,4.322995720987616
53,eYFP,F,m1087,3,escape,4.25,"(0.0294357280881959, 0.3779561570865144)","(-0.0816720134330631, 0.0575078589280121)",0.33916373924497784,0.39652121966245735,1.1691144240394467,0.27346291011203955,0.785598141997148,5.805133590156996,2.2192460799150937,5.803033627227614
54,eYFP,F,m1087,4,escape,2.550000000000068,"(0.0803749657246704, 0.3646339550111193)","(-0.0936295037025713, 0.0586447846649342)",0.3520041587109484,0.39154352451444574,1.1123264166772684,0.23031972030261516,0.6320067793257439,3.4517861279224213,1.3312191462938403,3.308857342628663
55,eYFP,F,m1087,5,escape,3.1499999999998636,"(0.0644191330739319, 0.3834526440688616)","(-0.0906596471589017, 0.064868785838361)",0.3543234437678873,0.3978622901456459,1.1228788191793493,0.274387786307342,1.009214921211029,9.952882031715708,3.5571501522587257,9.295512010187236
56,eYFP,F,m971,1,escape,3.5499999999999545,"(-0.1218537385755047, 0.4245861079464604)","(-0.1007618223471026, 0.0100584716426872)",0.415063886877405,0.5033883498370927,1.2127972723046745,0.2721018107227528,0.6955149404529314,5.591928355459767,1.530067478063751,2.6791867603973296
57,eYFP,F,m971,2,escape,3.5499999999999545,"(-0.1187295584265603, 0.4005427872599149)","(-0.1041210505052522, -0.0069786443520092)",0.4077831847032428,0.48520697639109167,1.1898650915294426,0.2695594313283843,0.7993551271466932,6.256548008121518,1.2080555389722305,3.4886731470419208
