,phenotype,sex,animal,trial,outcome,latency,c-start,c-end,dist-euclid,dist-total,curvature,speed-mean,speed-peak,acc-peak,xacc-peak,yacc-peak
36,ChR2,M,m1063,1,escape,2.75,"(0.0885542342365848, 0.4677375202224312)","(-0.0782025419454371, 0.0530074167965519)",0.44699986699132416,0.5150278029179577,1.1521878214070116,0.27106726469366194,1.3935415083585607,9.89004533359084,5.772505996278871,6.111001923876492
37,ChR2,M,m1063,2,escape,2.949999999999932,"(0.117466121363096, 0.3976990923343875)","(-0.0789518659983925, 0.0668000561742481)",0.3848041032666454,0.4249033416255398,1.1042068886960597,0.23605741201418878,0.9698198023080123,9.256272120208632,2.7432024237606853,8.953067176446389
38,ChR2,M,m1063,3,escape,3.3500000000000227,"(-0.0257433955284183, 0.4427840710422586)","(-0.0890121583382815, 0.0622137246661976)",0.38579362992186084,0.4286775814968403,1.1111577492444995,0.2317176116199137,1.020875056969938,7.636279927313006,1.7325420459369134,7.596876099118186
39,ChR2,M,m1063,4,escape,2.75,"(-0.0888784562183401, 0.3726986719777444)","(-0.1119896220273686, 0.0586585535939584)",0.3148893804807567,0.3689093834156134,1.1715523173642177,0.18918429918749405,0.6684664054163931,6.105645324458094,2.750498648071253,5.702225048938059
40,ChR2,M,m1063,5,escape,2.099999999999909,"(-0.0674696592105648, 0.4581072909172613)","(-0.1025293159399412, 0.0716399192341501)",0.3880543891075499,0.42867311453676693,1.104672763842801,0.19485141569853043,0.5871589582260867,4.853652894872113,1.8444968981099208,4.507348319735516
41,eYFP,F,m1016,1,escape,2.8500000000000227,"(-0.0855395228880724, 0.3817475469040227)","(-0.0903225218143596, 0.0775473949552516)",0.3042377516423369,0.33910237027094975,1.1145966220181638,0.17389865142099986,0.6542546862116311,5.643111015849897,1.2546281388346905,5.544324280530455
42,eYFP,F,m1016,2,escape,3.25,"(-0.1055481593931003, 0.4848753071673818)","(-0.0770589405029018, 0.0779330377860336)",0.40793828724724457,0.44616101344353754,1.0936973247944408,0.19829378375268333,0.7739010713410195,5.201958906751526,1.5442525395943263,5.187659815464008
43,eYFP,F,m1016,3,escape,4.25,"(-0.1359653370291688, 0.4521797272521383)","(-0.0983830896164917, 0.0853150850602718)",0.3687846133058616,0.4014315680455738,1.0885258049327442,0.17841403024247723,0.8397744926394818,6.018864237072549,1.4694672937595077,5.840436171291719
44,eYFP,F,m1016,4,panic,3.6000000000000227,"(0.0489489292131138, 0.3494773366173321)","(0.088995145838957, 0.017381716236856)",0.3345014208369484,0.3614333620494801,1.0805136825581965,0.16063704979976895,0.5269672384920147,3.684717676552797,1.3496479030915889,2.1199959307020717
45,eYFP,F,m1016,5,panic,3.050000000000068,"(0.0056503340886972, 0.4739035073038132)","(0.0663747252687806, 0.0205930597147754)",0.45735961078517373,0.4835319059123918,1.0572247625501663,0.21023126344017037,0.7565917521443074,2.851578971424237,0.9235252917103878,2.2193648284138514
46,eYFP,F,m1017,1,escape,3.849999999999966,"(0.1079616835396423, 0.4812163637792566)","(-0.043388356693746, 0.0549344351481292)",0.45235286818602344,0.5060591467751316,1.118726512787407,0.2300268848977871,0.8290378253891818,6.390544802129077,2.636326269998712,5.821412772354631
47,eYFP,F,m1017,2,escape,3.25,"(0.1049976515067546, 0.4263885828320809)","(-0.0457656581331325, 0.0646471264722276)",0.39190108035436716,0.42805798559271374,1.092260284676053,0.20880877345986038,0.9941782427951712,6.401923949962262,3.857792520030229,4.828315502086323
48,eYFP,F,m1017,3,escape,3.699999999999932,"(-0.1159459362525524, 0.4288151854282375)","(-0.104748920769664, 0.0720043321235254)",0.35698649581148134,0.38925957762846314,1.0904042091105448,0.18105096633882006,0.960624512904516,4.475445927018956,1.9324074316976023,3.966125081037281
49,eYFP,F,m1017,4,escape,2.8999999999999773,"(0.1151629577135078, 0.4506611793213012)","(-0.0414301430090306, 0.0562000993715887)",0.4244065772216455,0.4683916979330272,1.1036391118142606,0.2178566036897801,0.8921411962388701,4.769043542234043,1.280106769595214,3.042109979338281
50,eYFP,F,m1017,5,escape,3.699999999999932,"(-0.1369360707720158, 0.4109581433019146)","(-0.1326393970594347, 0.1493293467786505)",0.26166407582089657,0.2861360318048484,1.0935243246791828,0.1430680159024242,0.910513632738929,5.64557700995825,1.8948199904503804,2.297524945350027
51,eYFP,F,m1087,1,escape,3.5500000000000114,"(-0.1194519904138228, 0.4329753567930756)","(-0.1100644156525025, 0.0637162931754777)",0.3693783732484139,0.3837133714615046,1.0388084393978587,0.18272065307690694,0.608729306900881,4.383014623459328,0.9943710748891998,4.321187332978338
52,eYFP,F,m1087,2,escape,4.100000000000023,"(-0.0553389146557777, 0.1562178021573703)","(-0.0732829429269395, 0.0646509378353943)",0.0933085140400136,0.12465218096435582,1.3359143294351583,0.07790761310272239,0.4472756524691592,4.329442886460079,2.209909176662234,4.322995720987616
53,eYFP,F,m1087,3,escape,4.25,"(0.0763033530994249, 0.4492299416124815)","(-0.0816720134330631, 0.0575078589280121)",0.42237709039877175,0.4534328492283624,1.0735261441388086,0.23864886801492757,0.785598141997148,5.805133590156996,2.2192460799150937,5.803033627227614
54,eYFP,F,m1087,4,escape,2.550000000000068,"(0.0980940448926251, 0.4073783333640078)","(-0.0936295037025713, 0.0586447846649342)",0.39796106225883926,0.4209675911373643,1.0578110047951408,0.1957988795987741,0.6320067793257439,3.991156353653214,1.3312191462938403,3.308857342628663
55,eYFP,F,m1087,5,escape,3.1499999999998636,"(0.0863948900563899, 0.4253196842508276)","(-0.0906596471589017, 0.064868785838361)",0.40158829578920174,0.4382052109608834,1.0911802349710467,0.23063432155835967,1.009214921211029,9.952882031715708,3.5571501522587257,9.295512010187236
56,eYFP,F,m971,1,escape,3.5499999999999545,"(-0.1064587114968551, 0.4678856209817038)","(-0.1007618223471026, 0.0100584716426872)",0.4578625920708906,0.5352335812059204,1.1689829885099032,0.23271025269822623,0.6955149404529314,5.591928355459767,1.530067478063751,2.6791867603973296
57,eYFP,F,m971,2,escape,3.5499999999999545,"(-0.1185920984993405, 0.4449902275828342)","(-0.1041210505052522, -0.0069786443520092)",0.4522004781378521,0.5859979440004036,1.295880858891449,0.26044353066684606,0.7993551271466932,8.33112816920609,1.6250390926127734,3.4886731470419208
58,eYFP,F,m971,3,escape,3.2999999999999545,"(0.02587717487909, 0.4351217228335068)","(-0.0865116187607515, 0.0036210088713076)",0.44589696913716126,0.5861420787587238,1.3145235768095613,0.21708965879952732,0.6861443906088859,5.325934004509313,2.023991777688177,5.0625596839926
59,eYFP,F,m971,4,escape,3.400000000000091,"(-0.1195031032298031, 0.4477898810293474)","(-0.0992832647079702, 0.0154775164780379)",0.4327849609376385,0.5187353548311092,1.198598384073368,0.2117287162575956,0.8815196981784955,5.276113165513443,1.8781276423620483,4.040944609619234
60,eYFP,F,m971,5,escape,3.75,"(0.1131756558155598, 0.470763718042312)","(-0.0774910270028296, 0.0214297923433596)",0.48811347115296866,0.5619999553745206,1.15137153262135,0.24434780668457418,0.9956235620749028,5.413169426745951,2.6581235254565305,5.410335171657471
61,eYFP,F,m972,2,escape,3.1499999999999773,"(-0.0942517738841101, 0.4351155147175476)","(-0.1008974697511213, 0.0558843402479224)",0.3792894000142479,0.4665297626232974,1.230010020332159,0.19438740109304056,0.551262156813858,4.885502838276183,1.269597308143433,4.883629576241249
62,eYFP,F,m972,4,escape,3.3999999999998636,"(-0.1316400900689962, 0.4443202484143755)","(-0.1078845907326547, 0.0219639275803681)",0.42302385925282976,0.5430284252841298,1.283682736579585,0.23609931534092599,0.6869998869535816,8.687015793246857,1.2732037406931185,8.185816054405903
63,eYFP,F,m972,5,escape,4.149999999999864,"(-0.0022523810850048, 0.4378808292283374)","(-0.1095568214173258, 0.0055038261440975)",0.4454931152230542,0.5417767391907937,1.21612819744595,0.22574030799616407,0.7320141295599832,5.2972175801251735,1.856141640066375,5.116388937466576
64,eYFP,M,m1015,1,escape,3.0,"(0.0826253428909598, 0.4919198729696887)","(-0.1179883371482219, 0.0926866530130232)",0.4468031026479454,0.4968272082455859,1.1119600676476424,0.22583054920253903,1.151022156797026,7.061144230747551,4.439305882473294,6.748395003334923
